Code,Description
N48.0,Leukoplakia of penis
N48.1,Balanoposthitis
N48.2,Other inflammatory disorders of penis
N48.3,Priapism
N48.4,"Impotence of organic origin Coding-Hint Use additional code, if desired, to identify cause."
N48.5,Ulcer of penis
N48.6,Induratio penis plastica
N48.8,Other specified disorders of penis
N48.9,"Disorder of penis, unspecified"
N49,"Inflammatory disorders of male genital organs, not elsewhere classified Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N49.0,Inflammatory disorders of seminal vesicle
N49.1,"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens"
N49.2,Inflammatory disorders of scrotum
N49.8,Inflammatory disorders of other specified male genital organs
N49.9,Inflammatory disorder of unspecified male genital organ
N50,Other disorders of male genital organs
N50.0,Atrophy of testis
N50.1,Vascular disorders of male genital organs
N50.8,Other specified disorders of male genital organs
N50.9,"Disorder of male genital organs, unspecified"
N60-,ICD-10 Version
N60,Benign mammary dysplasia
N60.0,Solitary cyst of breast
N60.1,Diffuse cystic mastopathy
N60.2,Fibroadenosis of breast
N60.3,Fibrosclerosis of breast
N60.4,Mammary duct ectasia
N60.8,Other benign mammary dysplasias
N60.9,"Benign mammary dysplasia, unspecified"
N61,Inflammatory disorders of breast
N62,Hypertrophy of breast
N63,Unspecified lump in breast
N64,Other disorders of breast
N64.0,Fissure and fistula of nipple
N64.1,Fat necrosis of breast
N64.2,Atrophy of breast
N64.3,Galactorrhoea not associated with childbirth
N64.4,Mastodynia
N64.5,Other signs and symptoms in breast
N64.8,Other specified disorders of breast
N64.9,"Disorder of breast, unspecified"
N70-,ICD-10 Version
N70,Salpingitis and oophoritis
N70.0,Acute salpingitis and oophoritis
N70.1,Chronic salpingitis and oophoritis
N70.9,"Salpingitis and oophoritis, unspecified"
N71,"Inflammatory disease of uterus, except cervix"
N71.0,Acute inflammatory disease of uterus
N71.1,Chronic inflammatory disease of uterus
N71.9,"Inflammatory disease of uterus, unspecified"
N72,Inflammatory disease of cervix uteri
N73,"Other female pelvic inflammatory diseases Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N73.0,Acute parametritis and pelvic cellulitis
N73.1,Chronic parametritis and pelvic cellulitis
N73.2,Unspecified parametritis and pelvic cellulitis
N73.3,Female acute pelvic peritonitis
N73.4,Female chronic pelvic peritonitis
N73.5,"Female pelvic peritonitis, unspecified"
N73.6,Female pelvic peritoneal adhesions
N73.8,Other specified female pelvic inflammatory diseases
N73.9,"Female pelvic inflammatory disease, unspecified"
N75,Diseases of Bartholin gland
N75.0,Cyst of Bartholin gland
N75.1,Abscess of Bartholin gland
N75.8,Other diseases of Bartholin gland
N75.9,"Disease of Bartholin gland, unspecified"
N76,"Other inflammation of vagina and vulva Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N76.0,Acute vaginitis
N76.1,Subacute and chronic vaginitis
N76.2,Acute vulvitis
N76.3,Subacute and chronic vulvitis
N76.4,Abscess of vulva
N76.5,Ulceration of vagina
N76.6,Ulceration of vulva
N76.8,Other specified inflammation of vagina and vulva
N80-,ICD-10 Version
N80,Endometriosis
N80.0,Endometriosis of uterus
N80.1,Endometriosis of ovary
N80.2,Endometriosis of fallopian tube
N80.3,Endometriosis of pelvic peritoneum
N80.4,Endometriosis of rectovaginal septum and vagina
N80.5,Endometriosis of intestine
N80.6,Endometriosis in cutaneous scar
N80.8,Other endometriosis
N80.9,"Endometriosis, unspecified"
N81,Female genital prolapse
N81.0,Female urethrocele
N81.1,Cystocele
N81.2,Incomplete uterovaginal prolapse
N81.3,Complete uterovaginal prolapse
N81.4,"Uterovaginal prolapse, unspecified"
N81.5,Vaginal enterocele
N81.6,Rectocele
N81.8,Other female genital prolapse
N81.9,"Female genital prolapse, unspecified"
N82,Fistulae involving female genital tract
N82.0,Vesicovaginal fistula
N82.1,Other female urinary-genital tract fistulae
N82.2,Fistula of vagina to small intestine
N82.3,Fistula of vagina to large intestine
N82.4,Other female intestinal-genital tract fistulae
N82.5,Female genital tract-skin fistulae
N82.8,Other female genital tract fistulae
N82.9,"Female genital tract fistula, unspecified"
N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament"
N83.0,Follicular cyst of ovary
N83.1,Corpus luteum cyst
N83.2,Other and unspecified ovarian cysts
N83.3,Acquired atrophy of ovary and fallopian tube
N83.4,Prolapse and hernia of ovary and fallopian tube
N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube"
N83.6,Haematosalpinx
N83.7,Haematoma of broad ligament
N83.8,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
N83.9,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
N84,Polyp of female genital tract
N84.0,Polyp of corpus uteri
N84.1,Polyp of cervix uteri
N84.2,Polyp of vagina
N84.3,Polyp of vulva
N84.8,Polyp of other parts of female genital tract
N84.9,"Polyp of female genital tract, unspecified"
N85,"Other noninflammatory disorders of uterus, except cervix"
N85.0,Endometrial glandular hyperplasia
N85.1,Endometrial adenomatous hyperplasia
N85.2,Hypertrophy of uterus
N85.3,Subinvolution of uterus
N85.4,Malposition of uterus
N85.5,Inversion of uterus
N85.6,Intrauterine synechiae
N85.7,Haematometra
N85.8,Other specified noninflammatory disorders of uterus
N85.9,"Noninflammatory disorder of uterus, unspecified"
N86,Erosion and ectropion of cervix uteri
N87,Dysplasia of cervix uteri
N87.0,Mild cervical dysplasia
N87.1,Moderate cervical dysplasia
N87.2,"Severe cervical dysplasia, not elsewhere classified"
N87.9,"Dysplasia of cervix uteri, unspecified"
N88,Other noninflammatory disorders of cervix uteri
N88.0,Leukoplakia of cervix uteri
N88.1,Old laceration of cervix uteri
N88.2,Stricture and stenosis of cervix uteri
N88.3,Incompetence of cervix uteri
N88.4,Hypertrophic elongation of cervix uteri
N88.8,Other specified noninflammatory disorders of cervix uteri
N88.9,"Noninflammatory disorder of cervix uteri, unspecified"
N89,Other noninflammatory disorders of vagina
N89.0,Mild vaginal dysplasia
N89.1,Moderate vaginal dysplasia
N89.2,"Severe vaginal dysplasia, not elsewhere classified"
N89.3,"Dysplasia of vagina, unspecified"
N89.4,Leukoplakia of vagina
N89.5,Stricture and atresia of vagina
N89.6,Tight hymenal ring
N89.7,Haematocolpos
N89.8,Other specified noninflammatory disorders of vagina
N89.9,"Noninflammatory disorder of vagina, unspecified"
N90,Other noninflammatory disorders of vulva and perineum
N90.0,Mild vulvar dysplasia
N90.1,Moderate vulvar dysplasia
N90.2,"Severe vulvar dysplasia, not elsewhere classified"
N90.3,"Dysplasia of vulva, unspecified"
N90.4,Leukoplakia of vulva
N90.5,Atrophy of vulva
N90.6,Hypertrophy of vulva
N90.7,Vulvar cyst
N90.8,Other specified noninflammatory disorders of vulva and perineum
N90.9,"Noninflammatory disorder of vulva and perineum, unspecified"
N91,"Absent, scanty and rare menstruation"
N91.0,Primary amenorrhoea Additional Text Failure to start menstruation at puberty.
N91.1,Secondary amenorrhoea Additional Text Absence of menstruation in a woman who had previously menstruated.
N91.2,"Amenorrhoea, unspecified"
N91.3,Primary oligomenorrhoea Additional Text Menstruation which is scanty or rare from the start.
N91.4,Secondary oligomenorrhoea Additional Text Scanty and rare menstruation in a woman with previously normal periods.
N91.5,"Oligomenorrhoea, unspecified"
N92,"Excessive, frequent and irregular menstruation"
N92.0,Excessive and frequent menstruation with regular cycle
N92.1,Excessive and frequent menstruation with irregular cycle
N92.2,Excessive menstruation at puberty
N92.3,Ovulation bleeding
N92.4,Excessive bleeding in the premenopausal period
N92.5,Other specified irregular menstruation
N92.6,"Irregular menstruation, unspecified"
N93,Other abnormal uterine and vaginal bleeding
N93.0,Postcoital and contact bleeding
N93.8,Other specified abnormal uterine and vaginal bleeding
N93.9,"Abnormal uterine and vaginal bleeding, unspecified"
N94,Pain and other conditions associated with female genital organs and menstrual cycle
N94.0,Mittelschmerz
N94.1,Dyspareunia
N94.2,Vaginismus
N94.3,Premenstrual tension syndrome
N94.4,Primary dysmenorrhoea
N94.5,Secondary dysmenorrhoea
N94.6,"Dysmenorrhoea, unspecified"
N94.8,Other specified conditions associated with female genital organs and menstrual cycle
N94.9,Unspecified condition associated with female genital organs and menstrual cycle
N95,Menopausal and other perimenopausal disorders
N95.0,Postmenopausal bleeding
N95.1,Menopausal and female climacteric states
N95.2,Postmenopausal atrophic vaginitis
N95.3,States associated with artificial menopause
N95.8,Other specified menopausal and perimenopausal disorders
N95.9,"Menopausal and perimenopausal disorder, unspecified"
N96,Habitual aborter
N97,Female infertility
N97.0,Female infertility associated with anovulation
N97.1,Female infertility of tubal origin
N97.2,Female infertility of uterine origin
N97.3,Female infertility of cervical origin
N97.4,Female infertility associated with male factors
N97.8,Female infertility of other origin
N97.9,"Female infertility, unspecified"
N98,Complications associated with artificial fertilization
N98.0,Infection associated with artificial insemination
N98.1,Hyperstimulation of ovaries
N98.2,Complications of attempted introduction of fertilized ovum following in vitro fertilization
N98.3,Complications of attempted introduction of embryo in embryo transfer
N98.8,Other complications associated with artificial fertilization
N98.9,"Complication associated with artificial fertilization, unspecified"
N99-,ICD-10 Version
N99,"Postprocedural disorders of genitourinary system, not elsewhere classified"
N99.0,Postprocedural renal failure
N99.1,Postprocedural urethral stricture
N99.2,Postoperative adhesions of vagina
N99.3,Prolapse of vaginal vault after hysterectomy
N99.4,Postprocedural pelvic peritoneal adhesions
N99.5,Malfunction of external stoma of urinary tract
N99.8,Other postprocedural disorders of genitourinary system
N99.9,"Postprocedural disorder of genitourinary system, unspecified"
O00-,ICD-10 Version
O00,Ectopic pregnancy
O00.0,Abdominal pregnancy
O00.1,Tubal pregnancy
O00.2,Ovarian pregnancy
O00.8,Other ectopic pregnancy
O00.9,"Ectopic pregnancy, unspecified"
O01,"Hydatidiform mole Coding-Hint Use additional code from category O08.-, if desired, to identify any associated complication."
O01.0,Classical hydatidiform mole
O01.1,Incomplete and partial hydatidiform mole
O01.9,"Hydatidiform mole, unspecified"
O02,"Other abnormal products of conception Coding-Hint Use additional code from category O08.-, if desired, to identify any associated complication."
O02.0,Blighted ovum and nonhydatidiform mole
O02.1,Missed abortion
O02.8,Other specified abnormal products of conception
O02.9,"Abnormal product of conception, unspecified"
O03,Spontaneous abortion Modifier-Hint [See before O03 for subdivisions]
O04,Medical abortion Modifier-Hint [See before O03 for subdivisions]
O05,Other abortion Modifier-Hint [See before O03 for subdivisions]
O06,Unspecified abortion Modifier-Hint [See before O03 for subdivisions]
O07,Failed attempted abortion
O07.0,"Failed medical abortion, complicated by genital tract and pelvic infection"
O07.1,"Failed medical abortion, complicated by delayed or excessive haemorrhage"
O07.2,"Failed medical abortion, complicated by embolism"
O07.3,"Failed medical abortion, with other and unspecified complications"
O07.4,"Failed medical abortion, without complication"
O07.5,"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"
O07.6,"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage"
O07.7,"Other and unspecified failed attempted abortion, complicated by embolism"
O07.8,"Other and unspecified failed attempted abortion, with other and unspecified complications"
O07.9,"Other and unspecified failed attempted abortion, without complication"
O08,Complications following abortion and ectopic and molar pregnancy
O08.0,Genital tract and pelvic infection following abortion and ectopic and molar pregnancy
O08.1,Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy
O08.2,Embolism following abortion and ectopic and molar pregnancy
O08.3,Shock following abortion and ectopic and molar pregnancy
O08.4,Renal failure following abortion and ectopic and molar pregnancy
O08.5,Metabolic disorders following abortion and ectopic and molar pregnancy
O08.6,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy
O08.7,Other venous complications following abortion and ectopic and molar pregnancy
O08.8,Other complications following abortion and ectopic and molar pregnancy
O08.9,"Complication following abortion and ectopic and molar pregnancy, unspecified"
O10-,ICD-10 Version
O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
O10.0,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"
O10.1,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"
O10.2,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium"
O10.3,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium"
O10.4,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium"
O10.9,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
O11,Pre-eclampsia superimposed on chronic hypertension
O12,Gestational [pregnancy-induced] oedema and proteinuria without hypertension
O12.0,Gestational oedema
O12.1,Gestational proteinuria
O12.2,Gestational oedema with proteinuria
O13,Gestational [pregnancy-induced] hypertension
O14,Pre-eclampsia
O14.0,Mild to moderate pre-eclampsia
O14.1,Severe pre-eclampsia
O14.2,"HELLP syndrome Definition Combination of hemolysis, elevated liver enzymes and low platelet count"
O14.9,"Pre-eclampsia, unspecified"
O15,Eclampsia
O15.0,Eclampsia in pregnancy
O15.1,Eclampsia in labour
O15.2,Eclampsia in the puerperium
O15.9,"Eclampsia, unspecified as to time period"
O16,Unspecified maternal hypertension
O20-,ICD-10 Version
O20,Haemorrhage in early pregnancy
O20.0,Threatened abortion
O20.8,Other haemorrhage in early pregnancy
O20.9,"Haemorrhage in early pregnancy, unspecified"
O21,"Excessive vomiting in pregnancy Coding-Hint Use additional code, if desired, to identify cause."
O21.0,Mild hyperemesis gravidarum
O21.1,Hyperemesis gravidarum with metabolic disturbance
O21.2,Late vomiting of pregnancy
O21.8,Other vomiting complicating pregnancy
O21.9,"Vomiting of pregnancy, unspecified"
