Code,Description
E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
E08.3549,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
E08.3551,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye"
E08.3552,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye"
E08.3553,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, bilateral"
E08.3559,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye"
E08.3591,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye"
E08.3592,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye"
E08.3593,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral"
E08.3599,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye"
E08.36,Diabetes mellitus due to underlying condition with diabetic cataract
E08.37X1,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye"
E08.37X2,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye"
E08.37X3,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral"
E08.37X9,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye"
E08.39,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication
E08.40,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified"
E08.41,Diabetes mellitus due to underlying condition with diabetic mononeuropathy
E08.42,Diabetes mellitus due to underlying condition with diabetic polyneuropathy
E08.43,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
E08.44,Diabetes mellitus due to underlying condition with diabetic amyotrophy
E08.49,Diabetes mellitus due to underlying condition with other diabetic neurological complication
E08.51,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
E08.52,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene
E08.59,Diabetes mellitus due to underlying condition with other circulatory complications
E08.610,Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy
E08.618,Diabetes mellitus due to underlying condition with other diabetic arthropathy
E08.620,Diabetes mellitus due to underlying condition with diabetic dermatitis
E08.621,Diabetes mellitus due to underlying condition with foot ulcer
E08.622,Diabetes mellitus due to underlying condition with other skin ulcer
E08.628,Diabetes mellitus due to underlying condition with other skin complications
E08.630,Diabetes mellitus due to underlying condition with periodontal disease
E08.638,Diabetes mellitus due to underlying condition with other oral complications
E08.641,Diabetes mellitus due to underlying condition with hypoglycemia with coma
E08.649,Diabetes mellitus due to underlying condition with hypoglycemia without coma
E08.65,Diabetes mellitus due to underlying condition with hyperglycemia
E08.69,Diabetes mellitus due to underlying condition with other specified complication
E08.8,Diabetes mellitus due to underlying condition with unspecified complications
E08.9,Diabetes mellitus due to underlying condition without complications
E09.00,Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
E09.01,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma
E09.10,Drug or chemical induced diabetes mellitus with ketoacidosis without coma
E09.11,Drug or chemical induced diabetes mellitus with ketoacidosis with coma
E09.21,Drug or chemical induced diabetes mellitus with diabetic nephropathy
E09.22,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease
E09.29,Drug or chemical induced diabetes mellitus with other diabetic kidney complication
E09.311,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema
E09.319,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema
E09.3211,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
E09.3212,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
E09.3213,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
E09.3219,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E09.3291,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
E09.3292,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
E09.3293,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
E09.3299,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E09.3311,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
E09.3312,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
E09.3313,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
E09.3319,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E09.3391,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
E09.3392,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
E09.3393,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
E09.3399,"Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E09.3411,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
E09.3412,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
E09.3413,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
E09.3419,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E09.3491,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
E09.3492,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
E09.3493,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
E09.3499,"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E09.3511,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
E09.3512,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
E09.3513,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
E09.3519,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
E09.3521,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
E09.3522,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
E09.3523,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
E09.3529,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
E09.3531,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
E09.3532,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
E09.3533,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
E09.3539,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
E09.3541,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
E09.3542,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
E09.3543,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
E09.3549,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
E09.3551,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
E09.3552,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
E09.3553,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
E09.3559,"Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
E09.3591,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
E09.3592,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
E09.3593,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
E09.3599,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
E09.36,Drug or chemical induced diabetes mellitus with diabetic cataract
E09.37X1,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
E09.37X2,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
E09.37X3,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
E09.37X9,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
E09.39,Drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication
E09.40,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified"
E09.41,Drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy
E09.42,Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy
E09.43,Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy
E09.44,Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy
E09.49,Drug or chemical induced diabetes mellitus with neurological complications with other diabetic neurological complication
E09.51,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene
E09.52,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene
E09.59,Drug or chemical induced diabetes mellitus with other circulatory complications
